orgId	KBaseGenome	KBaseGenome ID	Name	Group	Condition	Description	Condition ID (Kbase ExpMatrix)	Kbase Media	Notes
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set3IT068	nitrogen source	L-Threonine	L-Threonine (N)	set3IT068 L-Threonine (N)	Nitrogen-L-Threonine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set6H31	nitrogen source	L-Threonine	L-Threonine (N)	set6H31 L-Threonine (N)	Nitrogen-L-Threonine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set6H41	nitrogen source	L-Threonine	L-Threonine (N)	set6H41 L-Threonine (N)	Nitrogen-L-Threonine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT007	nitrogen source	L-Threonine	L-Threonine (N)	set6IT007 L-Threonine (N)	Nitrogen-L-Threonine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT045	nitrogen source	L-Threonine	L-Threonine (N)	set6IT045 L-Threonine (N)	Nitrogen-L-Threonine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set6IT086	nitrogen source	L-Threonine	L-Threonine (N)	set6IT086 L-Threonine (N)	Nitrogen-L-Threonine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set6IT094	nitrogen source	L-Threonine	L-Threonine (N)	set6IT094 L-Threonine (N)	Nitrogen-L-Threonine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H11	nitrogen source	L-Threonine	L-Threonine (N)	set3H11 L-Threonine (N)	Nitrogen-L-Threonine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H31	nitrogen source	L-Threonine	L-Threonine (N)	set3H31 L-Threonine (N)	Nitrogen-L-Threonine	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT025	carbon source	L-Tryptophan	L-Tryptophan (C)	set1IT025 L-Tryptophan (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT053	carbon source	L-Tryptophan	L-Tryptophan (C)	set2IT053 L-Tryptophan (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT080	carbon source	L-Tryptophan	L-Tryptophan (C)	set2IT080 L-Tryptophan (C)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT006	carbon source	L-Tryptophan	L-Tryptophan (C)	set5IT006 L-Tryptophan (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT009	carbon source	L-Tryptophan	L-Tryptophan (C)	set3IT009 L-Tryptophan (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT070	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set1IT070 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT001	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set2IT001 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT093	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set2IT093 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set3IT019	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set3IT019 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT019	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set6IT019 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT057	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set6IT057 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT056	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set8IT056 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT071	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set8IT071 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT021	nitrogen source	L-Tryptophan	L-Tryptophan (N)	set5IT021 L-Tryptophan (N)	Nitrogen-L-Tryptophan	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H19	carbon source	L-tyrosine disodium salt	L-tyrosine (C)	set12H19 L-tyrosine (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H20	carbon source	L-tyrosine disodium salt	L-tyrosine (C)	set12H20 L-tyrosine (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT044	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)	set3IT044 L-tyrosine (N)	Nitrogen-L-Tyrosine	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT063	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)	set3IT063 L-tyrosine (N)	Nitrogen-L-Tyrosine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT056	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)	set6IT056 L-tyrosine (N)	Nitrogen-L-Tyrosine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT020	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)	set5IT020 L-tyrosine (N)	Nitrogen-L-Tyrosine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT002	carbon source	L-Valine	L-Valine (C)	set5IT002 L-Valine (C)	Carbon-L-Valine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT079	carbon source	L-Valine	L-Valine (C)	set2IT079 L-Valine (C)	Carbon-L-Valine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT006	carbon source	L-Valine	L-Valine (C)	set3IT006 L-Valine (C)	Carbon-L-Valine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H5	nitrogen source	L-Valine	L-Valine (N)	set13H5 L-Valine (N)	Nitrogen-L-Valine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H6	nitrogen source	L-Valine	L-Valine (N)	set13H6 L-Valine (N)	Nitrogen-L-Valine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT065	nitrogen source	L-Valine	L-Valine (N)	set1IT065 L-Valine (N)	Nitrogen-L-Valine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT092	nitrogen source	L-Valine	L-Valine (N)	set1IT092 L-Valine (N)	Nitrogen-L-Valine	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT089	nitrogen source	L-Valine	L-Valine (N)	set2IT089 L-Valine (N)	Nitrogen-L-Valine	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set3IT015	nitrogen source	L-Valine	L-Valine (N)	set3IT015 L-Valine (N)	Nitrogen-L-Valine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT014	nitrogen source	L-Valine	L-Valine (N)	set6IT014 L-Valine (N)	Nitrogen-L-Valine	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT085	nitrogen source	L-Valine	L-Valine (N)	set2IT085 L-Valine (N)	Nitrogen-L-Valine	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set3IT013	nitrogen source	L-Valine	L-Valine (N)	set3IT013 L-Valine (N)	Nitrogen-L-Valine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT051	nitrogen source	L-Valine	L-Valine (N)	set8IT051 L-Valine (N)	Nitrogen-L-Valine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT066	nitrogen source	L-Valine	L-Valine (N)	set8IT066 L-Valine (N)	Nitrogen-L-Valine	
Putida	Pseudomonas_putida_KT2448	GCF_000007565.2	set5IT081	carbon source	Levulinic Acid	Levulinic Acid (C)	set5IT081 Levulinic Acid (C)		
Putida	Pseudomonas_putida_KT2449	GCF_000007565.2	set5IT082	carbon source	Levulinic Acid	Levulinic Acid (C)	set5IT082 Levulinic Acid (C)		
Putida	Pseudomonas_putida_KT2450	GCF_000007565.2	set5IT083	carbon source	Levulinic Acid	Levulinic Acid (C)	set5IT083 Levulinic Acid (C)		
Putida	Pseudomonas_putida_KT2451	GCF_000007565.2	set5IT084	carbon source	Levulinic Acid	Levulinic Acid (C)	set5IT084 Levulinic Acid (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT009	carbon source	m-Inositol	m-Inositol (C)	set1IT009 m-Inositol (C)	Carbon-m-Inositol	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT026	carbon source	m-Inositol	m-Inositol (C)	set1IT026 m-Inositol (C)	Carbon-m-Inositol	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT043	carbon source	m-Inositol	m-Inositol (C)	set1IT043 m-Inositol (C)	Carbon-m-Inositol	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set2IT074	carbon source	m-Inositol	m-Inositol (C)	set2IT074 m-Inositol (C)	Carbon-m-Inositol	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT019	carbon source	m-Inositol	m-Inositol (C)	set1IT019 m-Inositol (C)	Carbon-m-Inositol	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set2IT051	carbon source	m-Inositol	m-Inositol (C)	set2IT051 m-Inositol (C)	Carbon-m-Inositol	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT009	carbon source	m-Inositol	m-Inositol (C)	set5IT009 m-Inositol (C)	Carbon-m-Inositol	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT051	carbon source	m-Inositol	m-Inositol (C)	set5IT051 m-Inositol (C)	Carbon-m-Inositol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H20	carbon source	m-Inositol	m-Inositol (C)	set3H20 m-Inositol (C)	Carbon-m-Inositol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H43	carbon source	m-Inositol	m-Inositol (C)	set3H43 m-Inositol (C)	Carbon-m-Inositol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H35	carbon source	m-Inositol	m-Inositol (C)	set5H35 m-Inositol (C)	Carbon-m-Inositol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H36	carbon source	m-Inositol	m-Inositol (C)	set5H36 m-Inositol (C)	Carbon-m-Inositol	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT014	carbon source	m-Inositol	m-Inositol (C)	set2IT014 m-Inositol (C)	Carbon-m-Inositol	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT032	carbon source	m-Inositol	m-Inositol (C)	set2IT032 m-Inositol (C)	Carbon-m-Inositol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT066	carbon source	m-Inositol	m-Inositol (C)	set2IT066 m-Inositol (C)	Carbon-m-Inositol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT087	carbon source	m-Inositol	m-Inositol (C)	set2IT087 m-Inositol (C)	Carbon-m-Inositol	
Keio	Escherichia_coli_str._K-12_substr._MG1721	GCF_000005845.2	set5IT093	sulfur source	L-Cysteine	M63 no sulfur + 5 mM L-cys	set5IT093 M63 no sulfur + 5 mM L-cys	Sulfate-L-Cysteine	
Keio	Escherichia_coli_str._K-12_substr._MG1722	GCF_000005845.2	set5IT094	sulfur source	L-Cysteine	M63 no sulfur + 5 mM L-cys	set5IT094 M63 no sulfur + 5 mM L-cys	Sulfate-L-Cysteine	
Keio	Escherichia_coli_str._K-12_substr._MG1723	GCF_000005845.2	set5IT095	sulfur source	Sodium sulfate	M63 no sulfur + 5 mM sulfate	set5IT095 M63 no sulfur + 5 mM sulfate		
Keio	Escherichia_coli_str._K-12_substr._MG1724	GCF_000005845.2	set5IT096	sulfur source	Sodium sulfate	M63 no sulfur + 5 mM sulfate	set5IT096 M63 no sulfur + 5 mM sulfate		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT074	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)	set1IT074 N-Acetyl-D-glucosamine (N)	Nitrogen-N-Acetyl-D-Glucosamine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT005	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)	set2IT005 N-Acetyl-D-glucosamine (N)	Nitrogen-N-Acetyl-D-Glucosamine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT026	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)	set6IT026 N-Acetyl-D-glucosamine (N)	Nitrogen-N-Acetyl-D-Glucosamine	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set3IT020	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)	set3IT020 N-Acetyl-D-glucosamine (N)	Nitrogen-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H22	carbon source	N-Acetyl-D-Glucosamine	NAG	set1H22 NAG	Carbon-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H36	carbon source	N-Acetyl-D-Glucosamine	NAG	set1H36 NAG	Carbon-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H34	carbon source	N-Acetyl-D-Glucosamine	NAG	set2H34 NAG	Carbon-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H48	carbon source	N-Acetyl-D-Glucosamine	NAG	set2H48 NAG	Carbon-N-Acetyl-D-Glucosamine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT014	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT014 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT028	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT028 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT031	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT031 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT048	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT048 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Keio	Escherichia_coli_str._K-12_substr._MG1707	GCF_000005845.2	set1IT061	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT061 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Keio	Escherichia_coli_str._K-12_substr._MG1708	GCF_000005845.2	set1IT062	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set1IT062 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set3H10	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set3H10 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set4H29	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set4H29 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set2IT006	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT006 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set2IT015	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT015 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT053	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT053 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT066	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT066 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H30	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set3H30 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set6IT011	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set6IT011 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set7IT060	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set7IT060 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set2IT013	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT013 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set2IT025	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set2IT025 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT015	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set3IT015 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT024	carbon source	N-Acetyl-D-Glucosamine	NAG (C)	set3IT024 NAG (C)	Carbon-N-Acetyl-D-Glucosamine	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set3IT075	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set3IT075 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set5H21	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set5H21 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set5H31	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set5H31 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT029	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set5IT029 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H28	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set3H28 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H8	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)	set3H8 NAG (N)	Nitrogen-N-Acetyl-D-Glucosamine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H27	nitrogen source	Sodium nitrate	nitrate (N)	set13H27 nitrate (N)	Nitrogen-Nitrate	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H28	nitrogen source	Sodium nitrate	nitrate (N)	set13H28 nitrate (N)	Nitrogen-Nitrate	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT081	nitrogen source	Sodium nitrate	nitrate (N)	set1IT081 nitrate (N)	Nitrogen-Nitrate	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set2H35	nitrogen source	Sodium nitrate	nitrate (N)	set2H35 nitrate (N)	Nitrogen-Nitrate	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT012	nitrogen source	Sodium nitrate	nitrate (N)	set2IT012 nitrate (N)	Nitrogen-Nitrate	
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set2IT034	nitrogen source	Sodium nitrate	nitrate (N)	set2IT034 nitrate (N)	Nitrogen-Nitrate	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set3IT026	nitrogen source	Sodium nitrate	nitrate (N)	set3IT026 nitrate (N)	Nitrogen-Nitrate	
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set3IT082	nitrogen source	Sodium nitrate	nitrate (N)	set3IT082 nitrate (N)	Nitrogen-Nitrate	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT059	nitrogen source	Sodium nitrate	nitrate (N)	set5IT059 nitrate (N)	Nitrogen-Nitrate	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT078	nitrogen source	Sodium nitrate	nitrate (N)	set5IT078 nitrate (N)	Nitrogen-Nitrate	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT050	nitrogen source	Sodium nitrate	nitrate (N)	set3IT050 nitrate (N)	Nitrogen-Nitrate	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT069	nitrogen source	Sodium nitrate	nitrate (N)	set3IT069 nitrate (N)	Nitrogen-Nitrate	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT037	nitrogen source	Sodium nitrate	nitrate (N)	set6IT037 nitrate (N)	Nitrogen-Nitrate	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT075	nitrogen source	Sodium nitrate	nitrate (N)	set6IT075 nitrate (N)	Nitrogen-Nitrate	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set3IT001	nitrogen source	Sodium nitrate	nitrate (N)	set3IT001 nitrate (N)	Nitrogen-Nitrate	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set3IT025	nitrogen source	Sodium nitrate	nitrate (N)	set3IT025 nitrate (N)	Nitrogen-Nitrate	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT038	nitrogen source	Sodium nitrate	nitrate (N)	set5IT038 nitrate (N)	Nitrogen-Nitrate	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set5IT092	nitrogen source	Sodium nitrate	nitrate (N)	set5IT092 nitrate (N)	Nitrogen-Nitrate	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H29	nitrogen source	Sodium nitrite	nitrite (N)	set13H29 nitrite (N)	Nitrogen-Nitrite	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H30	nitrogen source	Sodium nitrite	nitrite (N)	set13H30 nitrite (N)	Nitrogen-Nitrite	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set2H36	nitrogen source	Sodium nitrite	nitrite (N)	set2H36 nitrite (N)	Nitrogen-Nitrite	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set3H13	nitrogen source	Sodium nitrite	nitrite (N)	set3H13 nitrite (N)	Nitrogen-Nitrite	
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set3IT027	nitrogen source	Sodium nitrite	nitrite (N)	set3IT027 nitrite (N)	Nitrogen-Nitrite	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT039	nitrogen source	Sodium nitrite	nitrite (N)	set5IT039 nitrite (N)	Nitrogen-Nitrite	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT021	carbon source	Sodium octanoate	octanoate (C)	set3IT021 octanoate (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT030	carbon source	Sodium octanoate	octanoate (C)	set3IT030 octanoate (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H19	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set13H19 Parabanic Acid (N)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H20	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set13H20 Parabanic Acid (N)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set2H31	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set2H31 Parabanic Acid (N)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set2IT030	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set2IT030 Parabanic Acid (N)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set3IT078	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set3IT078 Parabanic Acid (N)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set4IT047	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set4IT047 Parabanic Acid (N)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT068	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set5IT068 Parabanic Acid (N)		
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT027	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set6IT027 Parabanic Acid (N)		
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT065	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set6IT065 Parabanic Acid (N)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT031	nitrogen source	Parabanic Acid	Parabanic Acid (N)	set5IT031 Parabanic Acid (N)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H39	carbon source	Sodium propionate	propionate (C)	set10H39 propionate (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H40	carbon source	Sodium propionate	propionate (C)	set10H40 propionate (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set1IT039	carbon source	Sodium propionate	propionate (C)	set1IT039 propionate (C)		
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set2H47	carbon source	Sodium propionate	propionate (C)	set2H47 propionate (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT068	carbon source	Sodium propionate	propionate (C)	set2IT068 propionate (C)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H17	carbon source	Sodium propionate	propionate (C)	set3H17 propionate (C)		
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set3H19	carbon source	Sodium propionate	propionate (C)	set3H19 propionate (C)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H38	carbon source	Sodium propionate	propionate (C)	set3H38 propionate (C)		
PS	Dechlorosoma_suillum_PS	GCF_000236665.1	set6IT040	carbon source	Sodium propionate	propionate (C)	set6IT040 propionate (C)		
PS	Dechlorosoma_suillum_PS	GCF_000236665.1	set6IT046	carbon source	Sodium propionate	propionate (C)	set6IT046 propionate (C)		
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H20	carbon source	Sodium propionate	propionate (C)	set1H20 propionate (C)		
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H36	carbon source	Sodium propionate	propionate (C)	set1H36 propionate (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H31	carbon source	Sodium propionate	propionate (C)	set5H31 propionate (C)		
